Case,Date,State,County,Case Count
NO.7687-7690,2020-03-18,NH,Hillsborough,3
NO.7685-7686,2020-03-18,HI,Honolulu,1
NO.7683-7684,2020-03-18,NH,Berknap,1
NO.7682,2020-03-18,NH,Merrimack,1
NO.7681,2020-03-18,NC,Hoke,1
NO.7680,2020-03-18,NC,Buncombe,1
NO.7678-7679,2020-03-18,WI,Winnebago,1
NO.7677,2020-03-18,WI,Fond du Lac,1
NO.7676,2020-03-18,FL,Brevard,1
NO.7673-7675,2020-03-18,NH,Rockingham,2
NO.7662-7672,2020-03-18,NC,Durham,10
NO.7661,2020-03-18,TX,Brown,1
NO.7658-7660,2020-03-18,CO,Weld,2
NO.7657,2020-03-18,CO,Grand,1
Death,2020-03-18,WA,Clark,1
NO.7654-7656,2020-03-18,CA,Sonoma,2
NO.7653,2020-03-18,IA,Winneshiek,1
NO.7652,2020-03-18,IA,Washington,1
NO.7650-7651,2020-03-18,IA,Polk,1
NO.7647-7649,2020-03-18,IA,Johnson,2
NO.7646,2020-03-18,WA,Thurston,1
NO.7644-7645,2020-03-18,IA,Dallas,1
NO.7643,2020-03-18,CO,Larimer,1
NO.7635-7642,2020-03-18,CO,Jefferson,7
NO.7633-7634,2020-03-18,CO,El Paso,1
NO.7628-7632,2020-03-18,CO,Eagle,4
NO.7627,2020-03-18,CO,Douglas,1
NO.7622-7626,2020-03-18,CO,Denver,4
NO.7621,2020-03-18,KY,Jefferson,1
NO.7620,2020-03-18,WA,Kittitas,1
NO.7616-7619,2020-03-18,CO,Arapahoe,3
NO.7615,2020-03-18,FL,Pasco,1
NO.7614,2020-03-18,TX,Collin,1
NO.7612-7613,2020-03-18,CO,Adams,1
NO.7610-7611,2020-03-18,WA,Kitsap,1
NO.7609,2020-03-18,CA,San Luis Obispo,1
Death,2020-03-18,FL,Broward,1
NO.7608,2020-03-18,KY,Bourbon,1
NO.7607,2020-03-18,WA,Jefferson,1
NO.7605-7606,2020-03-18,WA,Island,1
NO.7604,2020-03-18,WA,Grant,1
NO.7601-7603,2020-03-18,FL,Seminole,2
NO.7598-7600,2020-03-18,NH,Carroll,2
NO.7592-7597,2020-03-18,FL,Palm Beach,5
NO.7587-7591,2020-03-18,TX,Harris,4
NO.7586,2020-03-18,NC,Moore,1
NO.7585,2020-03-18,CA,San Joaquin,1
NO.7580-7584,2020-03-18,NC,Wake,4
NO.7575-7579,2020-03-18,FL,Pinellas,4
NO.7573-7574,2020-03-18,FL,Orange,1
NO.7572,2020-03-18,FL,St. Johns,1
NO.7571,2020-03-18,FL,Okaloosa,1
NO.7570,2020-03-18,FL,Sumter,1
NO.7569,2020-03-18,CA,Stanislaus,1
NO.7568,2020-03-18,CA,Solano,1
Death,2020-03-18,CA,San Joaquin,1
Death,2020-03-18,CT,Fairfield,1
NO.7546-7567,2020-03-18,FL,Miami-Dade,21
NO.7545,2020-03-18,FL,Manatee,1
NO.7544,2020-03-18,WA,Spokane,1
NO.7543,2020-03-18,FL,Lee,1
NO.7542,2020-03-18,FL,Lake,1
NO.7541,2020-03-18,FL,Hillsborough,1
NO.7538-7540,2020-03-18,FL,Duval,2
NO.7533-7537,2020-03-18,FL,Collier,4
NO.7530-7532,2020-03-18,NY,Tompkins,2
NO.7529,2020-03-18,FL,Citrus,1
NO.7526-7528,2020-03-18,NY,Onondaga,2
NO.7502-7525,2020-03-18,FL,Broward,23
NO.7501,2020-03-18,NC,Union,1
Death,2020-03-18,NY,New York,1
NO.7498-7500,2020-03-18,CA,Alameda,2
NO.7496-7497,2020-03-18,AL,Jefferson,1
NO.7495,2020-03-18,AL,Lee,1
NO.7494,2020-03-18,MN,Ramsey,1
NO.7492-7493,2020-03-18,AL,Elmore,1
NO.7487-7491,2020-03-18,WA,Skagit,4
NO.7486,2020-03-18,FL,Walton,1
NO.7485,2020-03-18,AL,Chambers,1
NO.7483-7484,2020-03-18,MN,Nicollet,1
NO.7481-7482,2020-03-18,WA,Yakima,1
NO.7479-7480,2020-03-18,MN,Martin,1
NO.7478,2020-03-18,MN,Wright,1
NO.7477,2020-03-18,MN,Washington,1
NO.7476,2020-03-18,MN,Olmsted,1
NO.7472-7475,2020-03-18,MN,Hennepin,3
NO.7428-7471,2020-03-18,WA,Snohomish,43
Death,2020-03-18,WA,King,1
NO.7427,2020-03-18,MN,Dakota,1
NO.7426,2020-03-18,MN,Carver,1
Death,2020-03-18,WA,King,1
NO.7425,2020-03-18,WA,Whatcom,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
Death,2020-03-18,WA,King,1
NO.7422-7424,2020-03-18,OR,Washington,2
NO.7421,2020-03-18,NC,New Hanover,1
NO.7420,2020-03-18,TX,Brazoria,1
NO.7416-7419,2020-03-18,OR,Marion,3
NO.7405-7415,2020-03-18,WA,Pierce,10
NO.7404,2020-03-18,CT,Middlesex,1
Death,2020-03-18,OR,Benton,1
Death,2020-03-18,WA,Pierce,1
NO.7402-7403,2020-03-18,CT,New Haven,1
NO.7398-7401,2020-03-18,CT,Hartford,3
NO.7377-7397,2020-03-18,CT,Fairfield,20
NO.7376,2020-03-18,WY,Laramie,1
NO.7375,2020-03-18,NC,Gaston,1
NO.7374,2020-03-18,TX,DeWitt,1
NO.7373,2020-03-18,PA,Erie,1
NO.7370-7372,2020-03-18,MA,Unassigned,2
NO.7369,2020-03-18,CO,Routt,1
NO.7367-7368,2020-03-18,MA,Worcester,1
NO.7366,2020-03-18,TX,Montgomery,1
NO.7365,2020-03-18,TX,Montgomery,1
NO.7356-7364,2020-03-18,MA,Suffolk,8
NO.7355,2020-03-18,TX,Montgomery,1
NO.7353-7354,2020-03-18,MA,Norfolk,1
NO.7342-7352,2020-03-18,MA,Middlesex,10
NO.7341,2020-03-18,WI,Walworth,1
NO.7340,2020-03-18,MA,Hampden,1
NO.7339,2020-03-18,MA,Franklin,1
NO.7333-7338,2020-03-18,MA,Essex,5
NO.7330-7332,2020-03-18,MA,Berkshire,2
NO.7326-7329,2020-03-18,CO,Jefferson,3
NO.7324-7325,2020-03-18,TX,Galveston,1
NO.7323,2020-03-18,SC,Lee,1
NO.7320-7322,2020-03-18,CO,Gunnison,2
NO.7318-7319,2020-03-18,TX,Hays,1
NO.7317,2020-03-18,CO,Garfield,1
NO.7316,2020-03-18,SC,Greenville,1
NO.7314-7315,2020-03-18,CO,Douglas,1
NO.7313,2020-03-18,TX,Jefferson,1
NO.7310-7312,2020-03-18,SC,Richland,2
NO.7309,2020-03-18,CO,Clear Creek,1
NO.7308,2020-03-18,SC,Lexington,1
Death,2020-03-18,NJ,Essex,1
NO.7305-7307,2020-03-18,CO,Arapahoe,2
NO.7303-7304,2020-03-18,KS,Leavenworth,1
NO.7301-7302,2020-03-18,KS,Johnson,1
NO.7299-7300,2020-03-18,CO,Adams,1
NO.7298,2020-03-18,SC,Dorchester,1
NO.7296-7297,2020-03-18,MO,Kansas City,1
NO.7295,2020-03-18,SC,Horry,1
NO.7293-7294,2020-03-18,SC,Beaufort,1
NO.7292,2020-03-18,OH,Montgomery,1
NO.7289-7291,2020-03-18,SC,Kershaw,2
Death,2020-03-18,LA,Jefferson,1
NO.7288,2020-03-18,IL,Clinton,1
NO.7287,2020-03-18,IL,St. Clair,1
NO.7286,2020-03-18,NJ,Hudson,1
NO.7285,2020-03-18,NJ,Hudson,1
NO.7283-7284,2020-03-18,IL,Peoria,1
NO.7237-7282,2020-03-18,CA,Los Angeles,45
NO.7236,2020-03-18,IL,Will,1
NO.7235,2020-03-18,IL,Kendall,1
NO.7234,2020-03-18,IL,Kane,1
NO.7215-7233,2020-03-18,IL,DuPage,18
NO.7144-7214,2020-03-18,IL,Cook,70
NO.7142-7143,2020-03-18,IL,McHenry,1
NO.7141,2020-03-18,PA,Berks,1
NO.7130-7140,2020-03-18,IL,Lake,10
NO.7129,2020-03-18,WI,Waukesha,1
NO.7126-7128,2020-03-18,TN,Williamson,2
NO.7125,2020-03-18,WI,Washington,1
NO.7123-7124,2020-03-18,TN,Sumner,1
NO.7122,2020-03-18,WI,Sheboygan,1
NO.7121,2020-03-18,TN,Robertson,1
NO.7109-7120,2020-03-18,TN,Davidson,11
NO.7108,2020-03-18,TN,Cheatham,1
NO.7101-7107,2020-03-18,WI,Milwaukee,6
NO.7100,2020-03-18,NM,Santa Fe,1
NO.7096-7099,2020-03-18,WI,Dane,3
NO.7094-7095,2020-03-18,NM,Sandoval,1
NO.7093,2020-03-18,WI,Brown,1
NO.7092,2020-03-18,OR,Yamhill,1
NO.7079-7091,2020-03-18,NJ,Unassigned,12
NO.7077-7078,2020-03-18,NM,Bernalillo,1
Death,2020-03-18,NJ,Hudson,1
NO.7071-7076,2020-03-18,NJ,Mercer,5
NO.7051-7070,2020-03-18,CA,Santa Clara,19
NO.7050,2020-03-18,UT,Utah,1
NO.7048-7049,2020-03-18,UT,Davis,1
NO.7041-7047,2020-03-18,UT,Summit,6
NO.7038-7040,2020-03-18,NJ,Atlantic,2
NO.7033-7037,2020-03-18,NJ,Camden,4
NO.7028-7032,2020-03-18,NJ,Burlington,4
NO.7024-7027,2020-03-18,NJ,Ocean,3
NO.7022-7023,2020-03-18,UT,Salt Lake,1
NO.7021,2020-03-18,NY,Chenango,1
NO.7003-7020,2020-03-18,NJ,Middlesex,17
NO.7002,2020-03-18,NY,Hamilton,1
NO.6992-7001,2020-03-18,NJ,Monmouth,9
NO.6991,2020-03-18,NY,Washington,1
NO.6982-6990,2020-03-18,NJ,Somerset,8
NO.6981,2020-03-18,NY,Warren,1
NO.6979-6980,2020-03-18,NJ,Hunterdon,1
NO.6968-6978,2020-03-18,NJ,Union,10
NO.6967,2020-03-18,NJ,Warren,1
NO.6955-6966,2020-03-18,NJ,Morris,11
NO.6954,2020-03-18,TX,Fannin,1
NO.6941-6953,2020-03-18,NJ,Essex,12
NO.6939-6940,2020-03-18,OH,Mahoning,1
NO.6931-6938,2020-03-18,NJ,Hudson,7
NO.6929-6930,2020-03-18,TX,Fort Bend,1
NO.6899-6928,2020-03-18,NJ,Bergen,29
NO.6891-6898,2020-03-18,NJ,Passaic,7
NO.6890,2020-03-18,OH,Delaware,1
NO.6889,2020-03-18,OH,Medina,1
NO.6887-6888,2020-03-18,OH,Lorain,1
NO.6886,2020-03-18,NY,Montgomery,1
NO.6885,2020-03-18,TX,Denton,1
NO.6884,2020-03-18,OH,Lake,1
NO.6883,2020-03-18,TX,Denton,1
NO.6882,2020-03-18,TX,Denton,1
NO.6880-6881,2020-03-18,OH,Franklin,1
NO.6876-6879,2020-03-18,TX,Williamson,3
NO.6873-6875,2020-03-18,NY,Rensselaer,2
NO.6866-6872,2020-03-18,OH,Cuyahoga,6
NO.6857-6865,2020-03-18,NY,Schenectady,8
NO.6856,2020-03-18,NY,Ulster,1
NO.6855,2020-03-18,OH,Ashland,1
NO.6812-6854,2020-03-18,MI,Oakland,42
NO.6810-6811,2020-03-18,OH,Butler,1
NO.6809,2020-03-18,TN,Shelby,1
NO.6807-6808,2020-03-18,MI,Macomb,1
NO.6806,2020-03-18,PA,Lackawanna,1
NO.6805,2020-03-18,PA,Beaver,1
NO.6804,2020-03-18,TX,Grimes,1
NO.6803,2020-03-18,LA,East Baton Rouge,1
NO.6801-6802,2020-03-18,LA,St. Tammany,1
NO.6798-6800,2020-03-18,LA,Jefferson,2
NO.6787-6797,2020-03-18,LA,Orleans,10
NO.6784-6786,2020-03-18,MI,Wayne,2
NO.6769-6783,2020-03-18,PA,Philadelphia,14
Death,2020-03-18,MI,Wayne,1
NO.6767-6768,2020-03-18,TX,Tarrant,1
NO.6766,2020-03-18,TX,Comal,1
NO.6765,2020-03-18,TX,Collin,1
NO.6763-6764,2020-03-18,TX,Brazos,1
NO.6755-6762,2020-03-18,CA,San Francisco,7
Death,2020-03-18,GA,Dougherty,1
NO.6754,2020-03-18,GA,Barrow,1
Death,2020-03-18,LA,Orleans,1
Death,2020-03-18,LA,Orleans,1
NO.6753,2020-03-18,ME,York,1
NO.6752,2020-03-18,ME,Penobscot,1
NO.6751,2020-03-18,ME,Lincoln,1
NO.6747-6750,2020-03-18,ME,Cumberland,3
NO.6746,2020-03-18,TX,Johnson,1
NO.6740-6745,2020-03-18,TX,Travis,5
NO.6739,2020-03-18,NY,Onondaga,1
NO.6738,2020-03-18,MO,St. Louis City,1
NO.6737,2020-03-18,AZ,Pima,1
NO.6736,2020-03-18,MT,Gallatin,1
NO.6735,2020-03-18,AZ,Pinal,1
NO.6734,2020-03-18,AZ,Pinal,1
NO.6733,2020-03-18,AZ,Pinal,1
NO.6728-6732,2020-03-18,NY,Saratoga,4
NO.6724-6727,2020-03-18,NY,Dutchess,3
NO.6723,2020-03-18,AZ,Maricopa,1
NO.6722,2020-03-18,AZ,Maricopa,1
NO.6705-6721,2020-03-18,NY,Orange,16
NO.6694-6704,2020-03-18,NY,Albany,10
NO.6675-6693,2020-03-18,NY,Suffolk,18
NO.6533-6674,2020-03-18,NY,Nassau,141
NO.6532,2020-03-18,PA,Lancaster,1
NO.6374-6531,2020-03-18,NY,Westchester,157
NO.6372-6373,2020-03-18,AL,Jefferson,1
NO.6369-6371,2020-03-18,VA,Richmond City,2
NO.6365-6368,2020-03-18,AL,Lee,3
NO.6364,2020-03-18,AL,Calhoun,1
NO.6363,2020-03-18,VA,Stafford,1
NO.6355-6362,2020-03-18,OK,Oklahoma,7
NO.6354,2020-03-18,VA,James City,1
NO.6353,2020-03-18,GA,Dougherty,1
NO.6351-6352,2020-03-18,GA,Clayton,1
NO.6349-6350,2020-03-18,GA,Clarke,1
NO.6347-6348,2020-03-18,VA,Fairfax,1
NO.6345-6346,2020-03-18,GA,Paulding,1
NO.6343-6344,2020-03-18,GA,Newton,1
NO.6342,2020-03-18,GA,Lowndes,1
NO.6341,2020-03-18,VA,Chesterfield,1
NO.6339-6340,2020-03-18,GA,Hall,1
NO.6338,2020-03-18,GA,Gordon,1
NO.6337,2020-03-18,GA,Forsyth,1
NO.6334-6336,2020-03-18,GA,Fayette,2
NO.6333,2020-03-18,VA,Arlington,1
NO.6331-6332,2020-03-18,GA,Cherokee,1
NO.6328-6330,2020-03-18,GA,DeKalb,2
NO.6319-6327,2020-03-18,GA,Bartow,8
NO.6316-6318,2020-03-18,GA,Cobb,2
NO.6300-6315,2020-03-18,GA,Fulton,15
NO.6299,2020-03-18,NC,Watauga,1
NO.6298,2020-03-18,AR,Washington,1
NO.6297,2020-03-18,MN,Blue earth,1
NO.6295-6296,2020-03-18,PA,York,1
NO.6294,2020-03-18,PA,Pike,1
NO.6286-6293,2020-03-18,PA,Montgomery,7
NO.6281-6285,2020-03-18,PA,Delaware,4
NO.6278-6280,2020-03-18,PA,Chester,2
NO.6277,2020-03-18,PA,Bucks,1
NO.6276,2020-03-18,VA,Charles City,1
NO.6275,2020-03-18,TX,Dallas,1
NO.6273-6274,2020-03-18,TX,Dallas,1
NO.6270-6272,2020-03-18,TX,Dallas,2
NO.6269,2020-03-18,TX,Dallas,1
NO.6268,2020-03-18,TX,Dallas,1
NO.6267,2020-03-18,TX,Dallas,1
NO.6266,2020-03-18,TX,Dallas,1
NO.6265,2020-03-18,TX,Dallas,1
NO.6264,2020-03-18,VT,Addison,1
NO.6248-6263,2020-03-18,CA,San Mateo,15
NO.6247,2020-03-18,IL,Madison,1
NO.6246,2020-03-18,CA,Tulare,1
NO.6244-6245,2020-03-18,PA,Allegheny,1
NO.6240-6243,2020-03-18,CA,Marin,3
NO.6235-6239,2020-03-18,NY,Monroe,4
NO.6234,2020-03-18,TX,McLennan,1
NO.6233,2020-03-18,TX,McLennan,1
NO.6232,2020-03-18,TX,McLennan,1
NO.6231,2020-03-18,TX,McLennan,1
NO.6230,2020-03-18,TX,McLennan,1
NO.6229,2020-03-18,MS,Perry,1
NO.6227-6228,2020-03-18,MS,Pearl River,1
NO.6224-6226,2020-03-18,MS,Harrison,2
NO.6223,2020-03-18,TX,Wichita,1
NO.6222,2020-03-18,MS,Hancock,1
NO.6220-6221,2020-03-18,MS,Coahoma,1
NO.6218-6219,2020-03-18,MS,Bolivar,1
NO.6217,2020-03-18,ND,Morton,1
NO.6216,2020-03-18,LA,Lafourche,1
NO.6215,2020-03-18,LA,Caddo,1
NO.6206-6214,2020-03-18,NY,Rockland,8
NO.6204-6205,2020-03-18,LA,Jefferson,1
NO.6164-6203,2020-03-18,LA,Orleans,39
NO.6163,2020-03-18,OH,Franklin,1
NO.6162,2020-03-18,NY,Oneida,1
NO.6161,2020-03-18,DE,Kent,1
NO.6159-6160,2020-03-18,DE,New Castle,1
NO.6158,2020-03-18,OH,Huron,1
NO.6157,2020-03-18,IN,Tippecanoe,1
NO.6156,2020-03-18,IN,Jennings,1
NO.6155,2020-03-18,IN,Hendricks,1
NO.6154,2020-03-18,IN,Hamilton,1
NO.6153,2020-03-18,IN,Fayette,1
NO.6152,2020-03-18,IN,Clark,1
NO.6151,2020-03-18,IN,Lake,1
NO.6149-6150,2020-03-18,IN,Marion,1
NO.6148,2020-03-18,MD,Harford,1
NO.6147,2020-03-18,MD,Charles,1
NO.6145-6146,2020-03-18,MD,Baltimore City,1
NO.6144,2020-03-18,MD,Anne Arundel,1
NO.6140-6143,2020-03-18,MD,Howard,3
NO.6136-6139,2020-03-18,MD,Baltimore,3
NO.6130-6135,2020-03-18,MD,Prince George's,5
NO.6123-6129,2020-03-18,MD,Montgomery,6
NO.6121-6122,2020-03-18,WI,La Crosse,1
NO.6120,2020-03-18,TX,Collin,1
NO.6118-6119,2020-03-18,NC,Mecklenburg,1
NO.6117,2020-03-18,MS,Desoto,1
NO.6116,2020-03-18,GA,Whitfield,1
NO.6107-6115,2020-03-18,NY,Erie,8
NO.5926-6106,2020-03-17,NY,New York,180
NO.5925,2020-03-17,FL,Pinellas,1
Death,2020-03-17,WA,Snohomish,1
Death,2020-03-17,NY,New York,1
Death,2020-03-17,NY,New York,1
NO.5924,2020-03-17,FL,Miami-Dade,1
NO.5923,2020-03-17,NY,Niagara,1
NO.5921-5922,2020-03-17,FL,Lee,1
NO.5920,2020-03-17,CA,Yolo,1
NO.5919,2020-03-17,FL,Hillsborough,1
NO.5918,2020-03-17,FL,Hillsborough,1
NO.5917,2020-03-17,FL,Hillsborough,1
NO.5916,2020-03-17,FL,Hillsborough,1
NO.5915,2020-03-17,FL,Hillsborough,1
NO.5914,2020-03-17,FL,Hillsborough,1
NO.5913,2020-03-17,FL,Collier,1
NO.5912,2020-03-17,TX,Lubbock,1
NO.5911,2020-03-17,FL,Osceola,1
NO.5909-5910,2020-03-17,MI,Ingham,1
Death,2020-03-17,CA,Santa Clara,1
NO.5908,2020-03-17,TX,Harris,1
NO.5907,2020-03-17,TX,Harris,1
NO.5906,2020-03-17,ME,Androscoggin,1
NO.5905,2020-03-17,MI,Wayne,1
NO.5904,2020-03-17,GA,Troup,1
NO.5903,2020-03-17,TX,Denton,1
NO.5902,2020-03-17,WA,Mason,1
NO.5901,2020-03-17,WY,Sheridan,1
NO.5899-5900,2020-03-17,CO,El Paso,1
NO.5898,2020-03-17,WY,Sheridan,1
NO.5897,2020-03-17,WY,Park,1
NO.5896,2020-03-17,WY,Laramie,1
NO.5895,2020-03-17,AZ,Navajo,1
NO.5894,2020-03-17,NE,Lincoln,1
NO.5893,2020-03-17,OR,Lane,1
NO.5892,2020-03-17,CA,Stanislaus,1
NO.5891,2020-03-17,ID,Blaine,1
NO.5890,2020-03-17,WA,Franklin,1
NO.5889,2020-03-17,AK,Ketchikan Gateway,1
NO.5888,2020-03-17,AK,Anchorage,1
NO.5887,2020-03-17,AK,Fairbanks North Star,1
NO.5886,2020-03-17,MT,Gallatin,1
NO.5885,2020-03-17,TX,Matagorda,1
NO.5884,2020-03-17,MO,Jackson,1
NO.5883,2020-03-17,NY,Genesee,1
Death,2020-03-17,NY,New York,1
NO.5882,2020-03-17,TX,Bell,1
NO.5880-5881,2020-03-17,HI,Honolulu,1
NO.5879,2020-03-17,HI,Hawaii Island,1
NO.5878,2020-03-17,HI,Maui,1
NO.5871-5877,2020-03-17,TX,Bexar,6
NO.5870,2020-03-17,CA,Riverside,1
NO.5867-5869,2020-03-17,CA,San Luis Obispo,2
NO.5865-5866,2020-03-17,ND,Burleigh,1
NO.5864,2020-03-17,TX,Ellis,1
Death,2020-03-17,TX,Tarrant,1
NO.5860-5863,2020-03-17,TN,Davidson,3
NO.5855-5859,2020-03-17,CA,San Diego,4
NO.5848-5854,2020-03-17,CA,Orange,6
Death,2020-03-17,FL,Broward,1
NO.5847,2020-03-17,CA,San Bernardino,1
NO.5846,2020-03-17,MO,Cass,1
Death,2020-03-17,CA,Santa Clara,1
NO.5845,2020-03-17,MO,Greene,1
NO.5844,2020-03-17,MO,St. Louis,1
NO.5843,2020-03-17,TX,Fort Bend,1
NO.5836-5842,2020-03-17,TX,Travis,6
NO.5827-5835,2020-03-17,DC,District of Columbia,8
NO.5824-5826,2020-03-17,IA,Johnson,2
NO.5823,2020-03-17,IA,Dallas,1
NO.5822,2020-03-17,IA,Black Hawk,1
NO.5821,2020-03-17,IA,Adair,1
NO.5805-5820,2020-03-17,WI,Milwaukee,15
Death,2020-03-17,KY,Jefferson,1
NO.5804,2020-03-17,TX,Smith,1
NO.5803,2020-03-17,NY,Tompkins,1
NO.5802,2020-03-17,TX,Lubbock,1
NO.5801,2020-03-17,OR,Lane,1
NO.5800,2020-03-17,WI,Washington,1
NO.5798-5799,2020-03-17,NC,Wake,1
NO.5797,2020-03-17,WI,Fond du Lac,1
NO.5793-5796,2020-03-17,LA,Jefferson,3
NO.5792,2020-03-17,LA,East Baton Rouge,1
NO.5780-5791,2020-03-17,CO,Denver,11
NO.5779,2020-03-17,MO,Boone,1
NO.5778,2020-03-17,NE,Sarpy,1
NO.5775-5777,2020-03-17,CA,San Francisco,2
NO.5774,2020-03-17,NE,Knox,1
NO.5773,2020-03-17,WY,Laramie,1
NO.5772,2020-03-17,MO,Cole,1
NO.5771,2020-03-17,WA,Yakima,1
NO.5770,2020-03-17,WA,Whatcom,1
NO.5769,2020-03-17,KY,Lyon,1
NO.5768,2020-03-17,WA,Spokane,1
NO.5767,2020-03-17,FL,Orange,1
NO.5766,2020-03-17,FL,Manatee,1
Death,2020-03-17,WA,Snohomish,1
NO.5765,2020-03-17,WA,Klickitat,1
NO.5761-5764,2020-03-17,FL,Duval,3
NO.5758-5760,2020-03-17,FL,Palm Beach,2
NO.5733-5757,2020-03-17,FL,Miami-Dade,24
NO.5713-5732,2020-03-17,WA,King,19
NO.5708-5712,2020-03-17,FL,Broward,4
NO.5701-5707,2020-03-17,WA,Island,6
NO.5699-5700,2020-03-17,NH,Grafton,1
NO.5696-5698,2020-03-17,NH,Hillsborough,2
NO.5692-5695,2020-03-17,NH,Rockingham,3
NO.5691,2020-03-17,KS,Wyandotte,1
Death,2020-03-17,WA,King,1
Death,2020-03-17,WA,King,1
Death,2020-03-17,WA,King,1
NO.5661-5690,2020-03-17,WA,King,29
NO.5660,2020-03-17,WV,Jefferson,1
NO.5627-5659,2020-03-17,WA,Snohomish,32
NO.5625-5626,2020-03-17,WA,Skagit,1
NO.5624,2020-03-17,CO,Jefferson,1
NO.5604-5623,2020-03-17,LA,Orleans,19
NO.5602-5603,2020-03-17,CA,Monterey,1
NO.5600-5601,2020-03-17,CO,Larimer,1
NO.5593-5599,2020-03-17,WA,Pierce,6
NO.5590-5592,2020-03-17,CO,Summit,2
NO.5589,2020-03-17,WA,Thurston,1
NO.5588,2020-03-17,CO,Weld,1
Death,2020-03-17,CO,Weld,1
NO.5587,2020-03-17,CA,Kern,1
NO.5586,2020-03-17,ID,Madison,1
NO.5585,2020-03-17,ID,Ada,1
NO.5578-5584,2020-03-17,CA,Sacramento,6
NO.5569-5577,2020-03-17,CA,Alameda,8
NO.5568,2020-03-17,OR,Multnomah,1
NO.5567,2020-03-17,NY,Wyoming,1
NO.5566,2020-03-17,OR,Marion,1
NO.5564-5565,2020-03-17,ME,Cumberland,1
NO.5563,2020-03-17,WA,Chelan,1
NO.5562,2020-03-17,OR,Linn,1
NO.5561,2020-03-17,WA,Chelan,1
NO.5554-5560,2020-03-17,OR,Washington,6
NO.5553,2020-03-17,ME,Kennebec,1
NO.5551-5552,2020-03-17,MI,Wayne,1
NO.5547-5550,2020-03-17,OR,Clackamas,3
NO.5546,2020-03-17,ME,York,1
NO.5545,2020-03-17,ME,Oxford,1
NO.5544,2020-03-17,IL,Lake,1
NO.5542-5543,2020-03-17,MI,Macomb,1
NO.5533-5541,2020-03-17,PA,Philadelphia,8
NO.5532,2020-03-17,ME,Androscoggin,1
NO.5530-5531,2020-03-17,MN,Olmsted,1
NO.5529,2020-03-17,MN,Ramsey,1
NO.5528,2020-03-17,MN,Dakota,1
NO.5527,2020-03-17,IL,Clinton,1
NO.5525-5526,2020-03-17,PA,Montgomery,1
NO.5494-5524,2020-03-17,IL,Cook,30
NO.5493,2020-03-17,NC,Lincoln,1
NO.5489-5492,2020-03-17,CA,Santa Cruz,3
NO.5487-5488,2020-03-17,AL,Lee,1
NO.5472-5486,2020-03-17,NC,Durham,14
NO.5471,2020-03-17,AL,Jefferson,1
NO.5467-5470,2020-03-17,CT,New Haven,3
NO.5466,2020-03-17,MO,Jackson,1
NO.5465,2020-03-17,CT,Litchfield,1
NO.5462-5464,2020-03-17,CT,Hartford,2
NO.5457-5461,2020-03-17,CA,Ventura,4
NO.5438-5456,2020-03-17,CT,Fairfield,18
Death,2020-03-17,CA,Riverside,1
NO.5433-5437,2020-03-17,CA,Contra Costa,4
NO.5432,2020-03-17,SC,Greenville,1
NO.5431,2020-03-17,SC,York,1
NO.5430,2020-03-17,SC,Richland,1
NO.5429,2020-03-17,DE,Sussex,1
NO.5422-5428,2020-03-17,DE,New Castle,6
NO.5421,2020-03-17,SC,Lexington,1
NO.5417-5420,2020-03-17,SC,Kershaw,3
NO.5416,2020-03-17,SC,Calhoun,1
NO.5415,2020-03-17,SD,Minnehaha,1
NO.5413-5414,2020-03-17,SC,Charleston,1
NO.5412,2020-03-17,SC,Beaufort,1
NO.5411,2020-03-17,KS,Douglas,1
NO.5410,2020-03-17,MI,Jackson,1
NO.5393-5409,2020-03-17,CA,Santa Clara,16
Death,2020-03-17,NY,Monroe,1
NO.5392,2020-03-17,TN,Shelby,1
NO.5391,2020-03-17,NM,Santa Fe,1
NO.5390,2020-03-17,ND,Ward,1
NO.5388-5389,2020-03-17,MI,Oakland,1
NO.5387,2020-03-17,ND,Cass,1
NO.5386,2020-03-17,NM,Taos,1
NO.5379-5385,2020-03-17,NV,Clark,6
NO.5378,2020-03-17,NY,Erie,1
NO.5377,2020-03-17,NY,Erie,1
Death,2020-03-17,NY,Suffolk,1
NO.5364-5376,2020-03-17,NY,Suffolk,12
NO.5363,2020-03-17,NY,Erie,1
NO.5362,2020-03-17,NY,Erie,1
NO.5361,2020-03-17,CA,Yolo,1
NO.5359-5360,2020-03-17,MA,Worcester,1
NO.5353-5358,2020-03-17,MA,Suffolk,5
NO.5351-5352,2020-03-17,MA,Plymouth,1
NO.5301-5350,2020-03-17,CA,Los Angeles,49
NO.5294-5300,2020-03-17,MA,Norfolk,6
NO.5288-5293,2020-03-17,MA,Middlesex,5
NO.5287,2020-03-17,IL,Will,1
NO.5284-5286,2020-03-17,MA,Berkshire,2
NO.5283,2020-03-17,MA,Barnstable,1
NO.5279-5282,2020-03-17,IL,DuPage,3
NO.5262-5278,2020-03-17,IL,DuPage,16
NO.5261,2020-03-17,NJ,Ocean,1
Death,2020-03-17,IL,Cook,1
NO.5258-5260,2020-03-17,NJ,Hunterdon,2
